cashTotalSum;dateTime;ecashTotalSum;fiscalDocumentNumber;fiscalDriveNumber;fiscalSign;items_name;items_nds18;items_price;items_quantity;items_sum;kktRegId;nds18;operationType;operator;receiptCode;requestNumber;shiftNumber;taxationType;totalSum;userInn;createdAt;timeLastAccess
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;Апельсины 1кг;;7119;0.415;2954;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;*Груша желтая 1кг;;9599;0.415;3984;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;*ЭРМИГУРТ Пудинг КАРАМЕЛ.3%100г;;1499;2;2998;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;Сырок РАЭ изюм твор.16,5% 90г;;3599;2;7198;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;ФРУГУРТ Йогурт ПЕРСИК 2.5% 250г;;4499;1;4499;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;ФРУГ.Йог.ЧЕРНИКА 2.5% 250г;;4499;1;4499;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;К.Ц.Верм.б/пр с кур.бул.60г;;599;4;2396;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-09T13:17:00;73237;85809;9280440301232664;4288932564;КР.ЦЕНА Рул.бискв.фр.клуб.200г;;2199;1;2199;0004053576015587    ;367;1;Cидорова Анна;;186;160;1;73237;7825706086  ;;
0;2021-05-10T10:55:00;14000;3548;9280440300466595;2375524908;Магнит "МЦД";;3500;4;14000;0004509120062129    ;2333;1;Кассир;;3;111;1;14000;7702038150  ;;
0;2021-05-10T12:06:00;31400;26705;9282440300979762;3224103001;Набор контейнеров "Фокус", 5 шт АРХ;;9900;1;9900;0002576753021282    ;5233;1;Мобильный кассир                                                ;;101;147;1;31400;5047085094  ;;
0;2021-05-10T12:06:00;31400;26705;9282440300979762;3224103001;Пакет  "Майка" большая;;500;1;500;0002576753021282    ;5233;1;Мобильный кассир                                                ;;101;147;1;31400;5047085094  ;;
0;2021-05-10T12:06:00;31400;26705;9282440300979762;3224103001;Грунт "Универсальный", 10 л АСР;;5000;1;5000;0002576753021282    ;5233;1;Мобильный кассир                                                ;;101;147;1;31400;5047085094  ;;
0;2021-05-10T12:06:00;31400;26705;9282440300979762;3224103001; Терка универсальная, 4 грани;;5500;1;5500;0002576753021282    ;5233;1;Мобильный кассир                                                ;;101;147;1;31400;5047085094  ;;
0;2021-05-10T12:06:00;31400;26705;9282440300979762;3224103001;Ручки БИК РАУНДСТИК Экзакт 5шт БИК;;5500;1;5500;0002576753021282    ;5233;1;Мобильный кассир                                                ;;101;147;1;31400;5047085094  ;;
0;2021-05-10T12:06:00;31400;26705;9282440300979762;3224103001;Набор губок металлических, 3 шт_ИМП;;5000;1;5000;0002576753021282    ;5233;1;Мобильный кассир                                                ;;101;147;1;31400;5047085094  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Пакет майка ДА BIO маленький;;330;1;330;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Тесто Пекарня Марии слоеное бездрож 500г;;5490;1;5490;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Сыр Костромской фас 45%;;41990;0.256;10749;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Колб Докторск 500г;;26990;1;26990;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Кисель Русский продукт Клюква 220г;;3990;1;3990;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Кисель Лесные Ягоды 30г;;990;1;990;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Мор стакан 48коп Пломб Мал 160мл;;6990;2;13980;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;ПломбирВафСт100гКизК;;5290;2;10580;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Кисель Вишня 30г;;990;1;990;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:04:00;75079;83550;9282440300688099;567818480;Кисель Малина 30г;;990;1;990;0000246608013341    ;1215;1;Щукина;;108;399;1;75079;7806461539  ;;
0;2021-05-10T13:08:00;109900;83557;9282440300688099;2548643400;Набор ручн инст Kolner KTS 51, 51 пр, кейс;;109900;1;109900;0000246608013341    ;18317;1;Щукина;;115;399;1;109900;7806461539  ;;
0;2021-05-11T19:16:00;15172;60511;9280440301232658;1395888382;Морковь мытая 1кг;;6999;0.175;1225;0000001425054389    ;442;1;Буанани Наталья Николаевна, Продавец-каccир;;335;161;1;15172;7825706086  ;;
0;2021-05-11T19:16:00;15172;60511;9280440301232658;1395888382;ECONTA Мешки д/мусора 30л  30шт;;2649;1;2649;0000001425054389    ;442;1;Буанани Наталья Николаевна, Продавец-каccир;;335;161;1;15172;7825706086  ;;
0;2021-05-11T19:16:00;15172;60511;9280440301232658;1395888382;Огурцы среднеплодные глад.1кг;;14999;0.55;8249;0000001425054389    ;442;1;Буанани Наталья Николаевна, Продавец-каccир;;335;161;1;15172;7825706086  ;;
0;2021-05-11T19:16:00;15172;60511;9280440301232658;1395888382;СЕЛЯН.Хлеб СТОЛИЧ.пол.нар.320г;;3049;1;3049;0000001425054389    ;442;1;Буанани Наталья Николаевна, Продавец-каccир;;335;161;1;15172;7825706086  ;;
0;2021-05-11T21:19:00;43941;4447;9280440301437002;3200209085;Пакет-майка Магнит;;590;1;590;0003045187014497    ;4660;1;Продавец Нурдинова;;481;14;1;43941;2310031475  ;;
0;2021-05-11T21:19:00;43941;4447;9280440301437002;3200209085;TIDE Стиральный порошок Lenor Color 2,5кг(Прокте;;21999;1;21999;0003045187014497    ;4660;1;Продавец Нурдинова;;481;14;1;43941;2310031475  ;;
0;2021-05-11T21:19:00;43941;4447;9280440301437002;3200209085;Сосиски Детям 0,33кг мяс/пр МГС(Великолукский МК;;7990;2;15980;0003045187014497    ;4660;1;Продавец Нурдинова;;481;14;1;43941;2310031475  ;;
0;2021-05-11T21:19:00;43941;4447;9280440301437002;3200209085;БАНАНЫ 1кг;;6599;0.814;5372;0003045187014497    ;4660;1;Продавец Нурдинова;;481;14;1;43941;2310031475  ;;
0;2021-05-12T19:16:00;9960;60907;9282440300971630;1223174914;Вафли Зебра с моло/шокол.лазур 40гр.;;1660;2;3320;0002576961061262    ;1659;1;Ковалёва Елена Александровна                                    ;;214;149;1;9960;5047085094  ;;
0;2021-05-12T19:16:00;9960;60907;9282440300971630;1223174914;Бат.FRUIT BAND ананас/апельсин/лен 40г;;1660;2;3320;0002576961061262    ;1659;1;Ковалёва Елена Александровна                                    ;;214;149;1;9960;5047085094  ;;
0;2021-05-12T19:16:00;9960;60907;9282440300971630;1223174914;Бат."FRUIT BAND"яблоко/апельсин/лен 40г;;1660;2;3320;0002576961061262    ;1659;1;Ковалёва Елена Александровна                                    ;;214;149;1;9960;5047085094  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;ВКУСНАЯ КАРТА БИЛЛА;;0;1;0;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;КОЛБ.ДОКТОРС.Б/О МДБ;;33900;0.5;16950;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;НАП ДОБРЫЙ КЛУБНИКА;;5990;1;5990;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;ВОДА ПИТЬЕВАЯ ШИШК;;1395;1;1395;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;ВОДА ПИТЬЕВАЯ ШИШК;;1395;1;1395;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;BILLA КИСЕЛЬ ВИШНЯ;;2990;1;2990;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;СЫР ТИЛЬЗИТЕР ЛЮКС 4;;12150;1;12150;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;ТОМАТЫ ЧЕРРИ ДАРК;;14990;1;14990;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;ХЛЕБ СТОЛИЧНЫЙ НАРЕЗ;;3290;1;3290;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;ЧИПСЫ СМЕТАНА/ЛУК;;5990;1;5990;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;Ж/Р DIROL Б/С ЛЕДЯН;;1590;1;1590;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T20:30:00;68320;88292;9282440300775484;234666682;Ж/Р DIROL Б/С ЛЕДЯН;;1590;1;1590;0000364206045145    ;2492;1;ФЕДОТОВА АННА  Старший кассир;;355;276;1;68320;7721511903  ;;
0;2021-05-14T21:40:00;8508;90327;9280440300927714;3330797885; КД/МУКА БЛИННАЯ В/С;;3098;1;3098;0000977301060279    ;516;1;Иванова Светлана;;336;238;1;8508;7743543232  ;;
0;2021-05-14T21:40:00;8508;90327;9280440300927714;3330797885; GM ТВОРОГ 170Г ГРУША;;5410;1;5410;0000977301060279    ;516;1;Иванова Светлана;;336;238;1;8508;7743543232  ;;
0;2021-05-14T22:00:00;4458;116305;9282440300688220;1727465734;Слойка с вишней 85г;;1114;2;2228;0000246607047167    ;;1;Попович;;505;536;1;4458;7806461539  ;;
0;2021-05-14T22:00:00;4458;116305;9282440300688220;1727465734;Слойка с вишней 85г;;1115;2;2230;0000246607047167    ;;1;Попович;;505;536;1;4458;7806461539  ;;
0;2021-05-15T10:26:00;66000;21589;9282440300833315;1524626692;Входной билет. Архитектура Ростовского кремля и Митрополичий сад;;10000;2;20000;0003694455057371    ;;1;Тупало Ю.Н.;;3;225;1;66000;7609006266  ;;
0;2021-05-15T10:26:00;66000;21589;9282440300833315;1524626692;Входной билет. Переходы по стенам кремля (4 объекта);;23000;2;46000;0003694455057371    ;;1;Тупало Ю.Н.;;3;225;1;66000;7609006266  ;;
0;2021-05-15T11:33:00;17000;645;9960440300330362;274045465;Магниты в ассорт. (Орлеанский);;4000;2;8000;0000404429023932    ;833;1;Куликова Ольга Витальевна;;6;12;1;17000;7609006266  ;;
0;2021-05-15T11:33:00;17000;645;9960440300330362;274045465;Магнит пластик (Пинаев);;4000;1;4000;0000404429023932    ;833;1;Куликова Ольга Витальевна;;6;12;1;17000;7609006266  ;;
0;2021-05-15T11:33:00;17000;645;9960440300330362;274045465;Магнит "Ярмарка, сказка" винил;;5000;1;5000;0000404429023932    ;833;1;Куликова Ольга Витальевна;;6;12;1;17000;7609006266  ;;
0;2021-05-15T13:09:00;10000;30874;9282440300869393;1953292964;Входной билет Архитектура Спасского монастыря+выставка;;5000;2;10000;0001781580003407    ;;1;Панова О.Д.;;120;239;1;10000;7604014760  ;;
0;2021-05-16T10:50:00;70000;7688;9282440300760542;631088517;7777 Прогулка Взрослый;;35000;2;70000;0003185517050938    ;11667;1;Блинкова Светлана;;21;83;1;70000;7607001209  ;;
0;2021-05-17T12:36:00;204600;1499;9960440300556875;791543334;Драстоп Адванс таб п.о  №30;;100381;2;200762;0001360640061633    ;34100;1;Рувимов А. С.;;27;17;1;204600;7732121736  ;;
0;2021-05-17T12:36:00;204600;1499;9960440300556875;791543334;Феррогематоген 50г;;3838;1;3838;0001360640061633    ;34100;1;Рувимов А. С.;;27;17;1;204600;7732121736  ;;
0;2021-05-17T13:33:00;89317;98171;9282440300506631;3652954142;Яблоки Айдаред   134;;10900;0.85;9265;0004364307050443    ;9271;1;Муктаржанова Умида;;77;436;1;89317;9701097741  ;;
0;2021-05-17T13:33:00;89317;98171;9282440300506631;3652954142;Кабачки                                    137;;6500;0.912;5928;0004364307050443    ;9271;1;Муктаржанова Умида;;77;436;1;89317;9701097741  ;;
0;2021-05-17T13:33:00;89317;98171;9282440300506631;3652954142;Сливы красные сушеные     980;;86000;0.234;20124;0004364307050443    ;9271;1;Муктаржанова Умида;;77;436;1;89317;9701097741  ;;
0;2021-05-17T13:33:00;89317;98171;9282440300506631;3652954142;Финики с косточкой Алжир 0,5кг;;18000;1;18000;0004364307050443    ;9271;1;Муктаржанова Умида;;77;436;1;89317;9701097741  ;;
0;2021-05-17T13:33:00;89317;98171;9282440300506631;3652954142;Сливки Пармалат 11% 0,2 мл.;;5500;1;5500;0004364307050443    ;9271;1;Муктаржанова Умида;;77;436;1;89317;9701097741  ;;
0;2021-05-17T13:33:00;89317;98171;9282440300506631;3652954142;Масло сливочн. Крестьянское 72,5% 180г пленка ПМ КизК;;13000;1;13000;0004364307050443    ;9271;1;Муктаржанова Умида;;77;436;1;89317;9701097741  ;;
0;2021-05-17T13:33:00;89317;98171;9282440300506631;3652954142;Напиток чайный сухой аромат. Смородина с брусничным листом яблоком и гибискус. 100г;;17500;1;17500;0004364307050443    ;9271;1;Муктаржанова Умида;;77;436;1;89317;9701097741  ;;
0;2021-05-18T19:32:00;24444;91742;9280440301232664;3924805913;Вафли КОРОВ.вк.топ.мол.150г;;4949;1;4949;0004053576015587    ;925;1;Валова Cветлана Владимировна, Продавец-каccир;;510;169;1;24444;7825706086  ;;
0;2021-05-18T19:32:00;24444;91742;9280440301232664;3924805913;Пакет ПЯТЕРОЧКА 65х40см;;599;1;599;0004053576015587    ;925;1;Валова Cветлана Владимировна, Продавец-каccир;;510;169;1;24444;7825706086  ;;
0;2021-05-18T19:32:00;24444;91742;9280440301232664;3924805913;К.Ц.Яйца кур.стол.С1 10шт;;7599;1;7599;0004053576015587    ;925;1;Валова Cветлана Владимировна, Продавец-каccир;;510;169;1;24444;7825706086  ;;
0;2021-05-18T19:32:00;24444;91742;9280440301232664;3924805913;*Мор.ФИЛ.ЛАКОМКА плом.шок.гл.90г;;2999;2;5998;0004053576015587    ;925;1;Валова Cветлана Владимировна, Продавец-каccир;;510;169;1;24444;7825706086  ;;
0;2021-05-18T19:32:00;24444;91742;9280440301232664;3924805913;Хлеб АРОМАТНЫЙ 2сорт в уп. 400г;;5299;1;5299;0004053576015587    ;925;1;Валова Cветлана Владимировна, Продавец-каccир;;510;169;1;24444;7825706086  ;;
13800;2021-05-19T16:26:00;0;10079;9284440300460571;4089140508;ЛЕЙКОПЛАСТЫРЬ УНИПЛАСТ БАКТЕРИЦИДНЫЙ НЕЗАМЕТНЫЙ 1,9Х7,2СМ N20;;13800;1;13800;0001347929005349    ;;1;Балкоева Л. Г.;;47;111;1;13800;7705947629  ;;
0;2021-05-19T19:19:00;21986;63478;9280440301232658;1350896550;Огурцы среднеплодные глад.1кг;;12999;0.43;5590;0000001425054389    ;1067;1;Буанани Наталья Николаевна, Продавец-каccир;;313;169;1;21986;7825706086  ;;
0;2021-05-19T19:19:00;21986;63478;9280440301232658;1350896550;Наб.д/окр.лук/укр/ред.200г;;9999;1;9999;0000001425054389    ;1067;1;Буанани Наталья Николаевна, Продавец-каccир;;313;169;1;21986;7825706086  ;;
0;2021-05-19T19:19:00;21986;63478;9280440301232658;1350896550;TOL.PL.Cалфетки влаж.освеж.20шт;;1149;1;1149;0000001425054389    ;1067;1;Буанани Наталья Николаевна, Продавец-каccир;;313;169;1;21986;7825706086  ;;
0;2021-05-19T19:19:00;21986;63478;9280440301232658;1350896550;TOL.PL.Cалфетки влаж.освеж.20шт;;1149;1;1149;0000001425054389    ;1067;1;Буанани Наталья Николаевна, Продавец-каccир;;313;169;1;21986;7825706086  ;;
0;2021-05-19T19:19:00;21986;63478;9280440301232658;1350896550;СЯСЬ Салфет.МЯГ.ЗН.DEL.2сл.100л;;4099;1;4099;0000001425054389    ;1067;1;Буанани Наталья Николаевна, Продавец-каccир;;313;169;1;21986;7825706086  ;;
0;2021-05-20T19:35:00;9390;30366;9282440300979762;3189602665;Вафли Зебра с моло/шокол.лазур 40гр.;;1660;2;3320;0002576753021282    ;1011;1;Мобильный кассир                                                ;;165;157;1;9390;5047085094  ;;
0;2021-05-20T19:35:00;9390;30366;9282440300979762;3189602665;Пикник Грецкий орех шок. батончик 52гр К;;2750;1;2750;0002576753021282    ;1011;1;Мобильный кассир                                                ;;165;157;1;9390;5047085094  ;;
0;2021-05-20T19:35:00;9390;30366;9282440300979762;3189602665;Батончик мюсли Клюква, вишня и мёд 25г;;830;2;1660;0002576753021282    ;1011;1;Мобильный кассир                                                ;;165;157;1;9390;5047085094  ;;
0;2021-05-20T19:35:00;9390;30366;9282440300979762;3189602665;Батончик мюсли ягоды и мёд 25г;;830;2;1660;0002576753021282    ;1011;1;Мобильный кассир                                                ;;165;157;1;9390;5047085094  ;;
0;2021-05-20T19:43:00;3649;14351;9285440300338301;4054934441;ЧЕР.Хлеб СТОЛИЧНЫЙ нар.330г;;3649;1;3649;0004924999065423    ;;1;;;103;149;1;3649;7825706086  ;;
0;2021-05-21T21:18:00;35563;88228;9282440300688099;2281466877;Полотенце бумажное WHITECLOUD 2 сл 1 рул;;6490;1;6490;0000246608013341    ;1747;1;Дмитриева;;461;420;1;35563;7806461539  ;;
0;2021-05-21T21:18:00;35563;88228;9282440300688099;2281466877;Трубочка ваф Daily вар сгущ мол 70г;;2590;2;5180;0000246608013341    ;1747;1;Дмитриева;;461;420;1;35563;7806461539  ;;
0;2021-05-21T21:18:00;35563;88228;9282440300688099;2281466877;Драже М&М's Шокол45;;3990;1;3990;0000246608013341    ;1747;1;Дмитриева;;461;420;1;35563;7806461539  ;;
0;2021-05-21T21:18:00;35563;88228;9282440300688099;2281466877;Мясо куриное на косточке кг;;23990;0.73;17513;0000246608013341    ;1747;1;Дмитриева;;461;420;1;35563;7806461539  ;;
0;2021-05-21T21:18:00;35563;88228;9282440300688099;2281466877;БатонНарПекМарии нарез400г;;2390;1;2390;0000246608013341    ;1747;1;Дмитриева;;461;420;1;35563;7806461539  ;;
0;2021-05-22T09:25:00;3090;80179;9282440300775931;782385576;ВОДА ГАЗ.СВ.ИСТОЧН;;3090;1;3090;0000276321007297    ;515;1;ФЕДОТОВА АННА  Старший кассир;;55;286;1;3090;7721511903  ;;
0;2021-05-22T14:47:00;85293;64157;9280440301232658;1267973430;БЛ.ГОР.Колб.НОВОМОСКОВ.в/к 350г;;25999;1;25999;0000001425054389    ;2300;1;Cидорова Анна;;58;172;1;85293;7825706086  ;;
0;2021-05-22T14:47:00;85293;64157;9280440301232658;1267973430;СТАР.К.Колб.КЛАС.вяз.в об.500г;;21499;1;21499;0000001425054389    ;2300;1;Cидорова Анна;;58;172;1;85293;7825706086  ;;
0;2021-05-22T14:47:00;85293;64157;9280440301232658;1267973430;МАХ.Майон.ЛИМ.СОК.67% 400мл;;9999;1;9999;0000001425054389    ;2300;1;Cидорова Анна;;58;172;1;85293;7825706086  ;;
0;2021-05-22T14:47:00;85293;64157;9280440301232658;1267973430;*РОС-Щ.Д.Шок.КОФ.С МОЛ.д.коф.90г;;3799;1;3799;0000001425054389    ;2300;1;Cидорова Анна;;58;172;1;85293;7825706086  ;;
0;2021-05-22T14:47:00;85293;64157;9280440301232658;1267973430;*ВКУСН.Сыр ТИЛЬЗ.ПРЕМ.45% 200г;;14999;1;14999;0000001425054389    ;2300;1;Cидорова Анна;;58;172;1;85293;7825706086  ;;
0;2021-05-22T14:47:00;85293;64157;9280440301232658;1267973430;М.П.Слойка с начин.в ассорт.70г;;4499;2;8998;0000001425054389    ;2300;1;Cидорова Анна;;58;172;1;85293;7825706086  ;;
0;2021-05-22T16:17:00;18150;64437;9282440300971630;3265282224;Шок .бат. Твикс Соленая Карамель  55гр;;2750;1;2750;0002576961061262    ;3025;1;Мобильный кассир                                                ;;205;159;1;18150;5047085094  ;;
0;2021-05-22T16:17:00;18150;64437;9282440300971630;3265282224;Набор кистей малярных, 5 шт. ИМП;;9900;1;9900;0002576961061262    ;3025;1;Мобильный кассир                                                ;;205;159;1;18150;5047085094  ;;
0;2021-05-22T16:17:00;18150;64437;9282440300971630;3265282224;Набор линеек , 3 штуки ИМП;;5500;1;5500;0002576961061262    ;3025;1;Мобильный кассир                                                ;;205;159;1;18150;5047085094  ;;
6500;2021-05-22T19:39:00;0;23898;9287440300905192;3824156240;Хозяйственные товары;;0;1;0;0004930020016924    ;;1;Тизяев С.Г.;;121;173;2;6500;774328907351;;
6500;2021-05-22T19:39:00;0;23898;9287440300905192;3824156240;СЕК 4;;6500;1;6500;0004930020016924    ;;1;Тизяев С.Г.;;121;173;2;6500;774328907351;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; КД/РУЛЕТ БИСКВ КЛУБН;;2999;1;2999;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; МАЙКА ЗЕЛЕНАЯ АШАН;;400;1;400;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; GM ЦИКОРИЙ 85Г ЗДРАВ;;5450;1;5450;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; КОФЕ 3В1 МАККОФЕ 16Г;;1140;1;1140;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; GM КОФЕ 3В1 МАККОФЕ;;1049;1;1049;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; ЧЕРН ПИР RICH CEYL 2;;14740;1;14740;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; MDD/ДРАЖЕ С МОЛ.ШОК.;;2100;1;2100;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; MDD/ДРАЖЕ С МОЛ.ШОК.;;2100;1;2100;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; GM PОТ-ФРОНТ ГРИЛЬЯЖ;;8650;1;8650;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; КП/ЗЕФИР ГЛАЗИРОВАНН;;6499;1;6499;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; GM УДАРН.КЛЮКВА В СА;;11610;1;11610;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-23T13:44:00;60737;94232;9280440300927714;2717526942; ПЕРЕПЕЛИНЫЕ ЯЙЦА,УГЛ;;4000;1;4000;0000977301060279    ;9457;1;Карелина Ирина;;113;247;1;60737;7743543232  ;;
0;2021-05-24T14:43:00;172000;42427;9285440300310429;1667921621;нейронтин капс. 300мг n100;;172000;1;172000;0000604727005580    ;;1;Аливердиева А.Н.;;70;193;1;172000;7734732748  ;;
0;2021-05-24T14:46:00;46531;90192;9282440300688099;84126937;Лук репчатый желтый кг;;3390;0.29;983;0000246608013341    ;;1;Дмитриева;;67;426;1;46531;7806461539  ;;
0;2021-05-24T14:46:00;46531;90192;9282440300688099;84126937;Зелень ассорти упак 70 г;;2990;1;2990;0000246608013341    ;;1;Дмитриева;;67;426;1;46531;7806461539  ;;
0;2021-05-24T14:46:00;46531;90192;9282440300688099;84126937;Крыло охл;;19990;0.881;17611;0000246608013341    ;;1;Дмитриева;;67;426;1;46531;7806461539  ;;
0;2021-05-24T14:46:00;46531;90192;9282440300688099;84126937;Сыр Российский кус;;47990;0.27;12957;0000246608013341    ;;1;Дмитриева;;67;426;1;46531;7806461539  ;;
0;2021-05-24T14:46:00;46531;90192;9282440300688099;84126937;Грибы Шампиньоны уп 500г;;11990;1;11990;0000246608013341    ;;1;Дмитриева;;67;426;1;46531;7806461539  ;;
0;2021-05-24T20:52:00;6849;64974;9280440301232658;123469322;Морковь мытая 1кг;;7549;0.18;1359;0000001425054389    ;;1;Казаева Cабрина;;196;174;1;6849;7825706086  ;;
0;2021-05-24T20:52:00;6849;64974;9280440301232658;123469322;Огурцы среднеплодные глад.1кг;;13899;0.395;5490;0000001425054389    ;;1;Казаева Cабрина;;196;174;1;6849;7825706086  ;;
0;2021-05-26T14:23:00;53496;65422;9280440301232658;3257762125;NESC.Кофе GOL.BARISTA ст/б 85г;;35499;1;35499;0000001425054389    ;8917;1;Буанани Наталья Николаевна, Продавец-каccир;;137;176;1;53496;7825706086  ;;
0;2021-05-26T14:23:00;53496;65422;9280440301232658;3257762125;*Кон.Батон.PICNIC ГР.ОРЕХшок.52г;;3999;2;7998;0000001425054389    ;8917;1;Буанани Наталья Николаевна, Продавец-каccир;;137;176;1;53496;7825706086  ;;
0;2021-05-26T14:23:00;53496;65422;9280440301232658;3257762125;*ORION Изд.конд.CH.PIE MAN.360г;;9999;1;9999;0000001425054389    ;8917;1;Буанани Наталья Николаевна, Продавец-каccир;;137;176;1;53496;7825706086  ;;
0;2021-05-27T18:01:00;44800;140746;9282440300631730;2474389567;Контейнер хозяйственный L с колесами ЛМР;;19900;1;19900;0000249189009193    ;7467;1;Кассир Мобильный                                                ;;446;344;1;44800;5047085094  ;;
0;2021-05-27T18:01:00;44800;140746;9282440300631730;2474389567;Полка для обуви, 4 яруса, 40*18*58_ИМП;;24900;1;24900;0000249189009193    ;7467;1;Кассир Мобильный                                                ;;446;344;1;44800;5047085094  ;;
